monster1,monster2,m1_win_pct,m2_win_pct,balance
Chain Devil,Gladiator,54.0,46.0,46.0
Commoner,Vulture,46.0,54.0,46.0
Constrictor Snake,Dust Mephit,54.0,46.0,46.0
Constrictor Snake,Wolf,54.0,46.0,46.0
Copper Dragon Wyrmling,Giant Spider,46.0,54.0,46.0
Deep Gnome (Svirfneblin),Giant Goat,46.0,54.0,46.0
Deva,Killer Whale,46.0,54.0,46.0
Doppelganger,Mummy,46.0,54.0,46.0
Drider,Ghost,46.0,54.0,46.0
Drow,Swarm of Bats,46.0,54.0,46.0
Ettin,"Werebear, Human Form",54.0,46.0,46.0
Flying Sword,Ghoul,46.0,54.0,46.0
Gargoyle,"Werewolf, Hybrid Form",54.0,46.0,46.0
Gargoyle,"Werewolf, Wolf Form",54.0,46.0,46.0
Ghast,Merrow,46.0,54.0,46.0
Ghast,Will-o'-Wisp,46.0,54.0,46.0
Ghost,Ogre,54.0,46.0,46.0
Giant Badger,Noble,46.0,54.0,46.0
Giant Boar,Hell Hound,54.0,46.0,46.0
Giant Eagle,Warhorse,54.0,46.0,46.0
Giant Sea Horse,Giant Wasp,54.0,46.0,46.0
Giant Sea Horse,Panther,54.0,46.0,46.0
Giant Shark,Treant,54.0,46.0,46.0
Giant Spider,Giant Toad,46.0,54.0,46.0
Giant Spider,Grick,46.0,54.0,46.0
Giant Vulture,Reef Shark,54.0,46.0,46.0
Giant Vulture,Spy,46.0,54.0,46.0
Giant Wasp,Wolf,54.0,46.0,46.0
Gibbering Mouther,Owlbear,54.0,46.0,46.0
Glabrezu,Young Blue Dragon,46.0,54.0,46.0
Gnoll,"Wererat, Hybrid Form",46.0,54.0,46.0
Gnoll,"Wererat, Rat Form",46.0,54.0,46.0
Goat,Homunculus,46.0,54.0,46.0
Gold Dragon Wyrmling,Nightmare,46.0,54.0,46.0
Gray Ooze,Skeleton,46.0,54.0,46.0
Grick,Wight,54.0,46.0,46.0
Grimlock,Wolf,46.0,54.0,46.0
Horned Devil,Young Silver Dragon,46.0,54.0,46.0
Ice Mephit,Imp,54.0,46.0,46.0
Lich,Triceratops,54.0,46.0,46.0
Magma Mephit,Panther,54.0,46.0,46.0
Minotaur,Rakshasa,54.0,46.0,46.0
Owl,Stirge,46.0,54.0,46.0
Panther,Wolf,54.0,46.0,46.0
Priest,Skeleton,54.0,46.0,46.0
Satyr,Warhorse,46.0,54.0,46.0
Shadow,Thug,46.0,54.0,46.0
Steam Mephit,Violet Fungus,54.0,46.0,46.0
"Vampire, Vampire Form","Werebear, Bear Form",54.0,46.0,46.0
"Vampire, Vampire Form","Werebear, Hybrid Form",54.0,46.0,46.0
Young Brass Dragon,Young Copper Dragon,46.0,54.0,46.0
Adult Black Dragon,Cloud Giant,54.5,45.5,45.5
Animated Armor,Tiger,45.5,54.5,45.5
Ankheg,Archmage,45.5,54.5,45.5
Ankheg,Doppelganger,45.5,54.5,45.5
Ape,Flying Sword,54.5,45.5,45.5
Assassin,Gibbering Mouther,54.5,45.5,45.5
Awakened Tree,Cloaker,54.5,45.5,45.5
Berserker,Gibbering Mouther,54.5,45.5,45.5
Black Bear,Scout,45.5,54.5,45.5
Black Pudding,Ghast,54.5,45.5,45.5
Blue Dragon Wyrmling,Pegasus,54.5,45.5,45.5
Boar,Goblin,45.5,54.5,45.5
Bone Devil,Hydra,45.5,54.5,45.5
Bronze Dragon Wyrmling,Polar Bear,45.5,54.5,45.5
Camel,Mule,45.5,54.5,45.5
Cat,Jackal,54.5,45.5,45.5
Constrictor Snake,Giant Crab,45.5,54.5,45.5
Crab,Poisonous Snake,45.5,54.5,45.5
Cultist,Steam Mephit,54.5,45.5,45.5
Darkmantle,Rust Monster,45.5,54.5,45.5
Darkmantle,Spy,45.5,54.5,45.5
Death Dog,Lion,54.5,45.5,45.5
Deep Gnome (Svirfneblin),Giant Bat,54.5,45.5,45.5
Deep Gnome (Svirfneblin),Lizardfolk,54.5,45.5,45.5
Deep Gnome (Svirfneblin),"Wererat, Hybrid Form",45.5,54.5,45.5
Deep Gnome (Svirfneblin),"Wererat, Rat Form",45.5,54.5,45.5
Dire Wolf,Polar Bear,54.5,45.5,45.5
Draft Horse,Lion,45.5,54.5,45.5
Dust Mephit,Skeleton,54.5,45.5,45.5
Flying Snake,Lemure,45.5,54.5,45.5
Flying Snake,Mastiff,45.5,54.5,45.5
Ghast,Mimic,45.5,54.5,45.5
Ghoul,Giant Eagle,45.5,54.5,45.5
Ghoul,Lion,45.5,54.5,45.5
Ghoul,Swarm of Beetles,45.5,54.5,45.5
Ghoul,Swarm of Centipedes,45.5,54.5,45.5
Ghoul,Swarm of Insects,45.5,54.5,45.5
Ghoul,Swarm of Spiders,45.5,54.5,45.5
Ghoul,Swarm of Wasps,45.5,54.5,45.5
Giant Crab,Sahuagin,54.5,45.5,45.5
Giant Elk,Hunter Shark,54.5,45.5,45.5
Giant Elk,Veteran,54.5,45.5,45.5
Giant Poisonous Snake,Scout,54.5,45.5,45.5
Giant Scorpion,Will-o'-Wisp,54.5,45.5,45.5
Giant Sea Horse,Gray Ooze,54.5,45.5,45.5
Giant Sea Horse,Zombie,54.5,45.5,45.5
Giant Weasel,Magma Mephit,45.5,54.5,45.5
Giant Weasel,Wolf,45.5,54.5,45.5
Giant Wolf Spider,Pony,45.5,54.5,45.5
Gibbering Mouther,Ogre Zombie,45.5,54.5,45.5
Grick,Phase Spider,54.5,45.5,45.5
Griffon,Saber-Toothed Tiger,45.5,54.5,45.5
Grimlock,Zombie,45.5,54.5,45.5
Hill Giant,Young Brass Dragon,45.5,54.5,45.5
Hunter Shark,Pegasus,45.5,54.5,45.5
Ice Devil,Marilith,45.5,54.5,45.5
Killer Whale,Xorn,54.5,45.5,45.5
Knight,Winter Wolf,45.5,54.5,45.5
Manticore,Rhinoceros,45.5,54.5,45.5
Mule,Steam Mephit,54.5,45.5,45.5
Mummy,Veteran,45.5,54.5,45.5
Phase Spider,Warhorse Skeleton,45.5,54.5,45.5
Pony,Sahuagin,54.5,45.5,45.5
Reef Shark,Thug,45.5,54.5,45.5
Saber-Toothed Tiger,Veteran,54.5,45.5,45.5
Sahuagin,Skeleton,45.5,54.5,45.5
Satyr,Specter,45.5,54.5,45.5
Swarm of Ravens,Warhorse,45.5,54.5,45.5
Adult Copper Dragon,Stone Golem,55.0,45.0,45.0
Adult White Dragon,Androsphinx,55.0,45.0,45.0
Animated Armor,Warhorse Skeleton,55.0,45.0,45.0
Ankheg,Centaur,55.0,45.0,45.0
Ape,Reef Shark,55.0,45.0,45.0
Archmage,Doppelganger,55.0,45.0,45.0
Awakened Shrub,Eagle,55.0,45.0,45.0
Axe Beak,Crocodile,45.0,55.0,45.0
Axe Beak,Deep Gnome (Svirfneblin),45.0,55.0,45.0
Axe Beak,Giant Lizard,55.0,45.0,45.0
Bandit Captain,Giant Elk,45.0,55.0,45.0
Bearded Devil,Ghast,55.0,45.0,45.0
Berserker,"Wereboar, Boar Form",45.0,55.0,45.0
Berserker,"Wereboar, Hybrid Form",45.0,55.0,45.0
Black Bear,Drow,45.0,55.0,45.0
Black Pudding,Bronze Dragon Wyrmling,55.0,45.0,45.0
Black Pudding,Mimic,45.0,55.0,45.0
Blood Hawk,Camel,55.0,45.0,45.0
Bone Devil,Hill Giant,55.0,45.0,45.0
Bone Devil,Shield Guardian,55.0,45.0,45.0
Bronze Dragon Wyrmling,Green Dragon Wyrmling,55.0,45.0,45.0
Cat,Hawk,55.0,45.0,45.0
Cat,Quipper,55.0,45.0,45.0
Cat,Weasel,55.0,45.0,45.0
Constrictor Snake,Gray Ooze,55.0,45.0,45.0
Constrictor Snake,Zombie,55.0,45.0,45.0
Crocodile,Darkmantle,55.0,45.0,45.0
Crocodile,Giant Bat,55.0,45.0,45.0
Crocodile,Lizardfolk,55.0,45.0,45.0
Crocodile,Thug,45.0,55.0,45.0
Cult Fanatic,Swarm of Rats,45.0,55.0,45.0
Death Dog,Giant Spider,45.0,55.0,45.0
Deva,Xorn,55.0,45.0,45.0
Dire Wolf,Merrow,55.0,45.0,45.0
Dire Wolf,Mimic,55.0,45.0,45.0
Dretch,Goblin,45.0,55.0,45.0
Dretch,Grimlock,45.0,55.0,45.0
Drow,Giant Lizard,45.0,55.0,45.0
Eagle,Mastiff,55.0,45.0,45.0
Ettercap,Tiger,45.0,55.0,45.0
Flying Sword,Giant Bat,55.0,45.0,45.0
Flying Sword,Lizardfolk,55.0,45.0,45.0
Frost Giant,Young Silver Dragon,45.0,55.0,45.0
Gelatinous Cube,Succubus/Incubus,55.0,45.0,45.0
Ghoul,Warhorse,45.0,55.0,45.0
Giant Bat,Lizardfolk,55.0,45.0,45.0
Giant Bat,Shadow,55.0,45.0,45.0
Giant Boar,Merrow,55.0,45.0,45.0
Giant Constrictor Snake,Owlbear,45.0,55.0,45.0
Giant Fire Beetle,Octopus,55.0,45.0,45.0
Giant Lizard,Hobgoblin,55.0,45.0,45.0
Giant Owl,Reef Shark,55.0,45.0,45.0
Giant Sea Horse,Magmin,55.0,45.0,45.0
Giant Sea Horse,Sahuagin,55.0,45.0,45.0
Giant Spider,Phase Spider,45.0,55.0,45.0
Giant Toad,Ochre Jelly,45.0,55.0,45.0
Giant Vulture,Shadow,55.0,45.0,45.0
Giant Wasp,Gray Ooze,55.0,45.0,45.0
Giant Wasp,Zombie,55.0,45.0,45.0
Gibbering Mouther,Veteran,55.0,45.0,45.0
Goat,Stirge,55.0,45.0,45.0
Goblin,Noble,45.0,55.0,45.0
Green Hag,Otyugh,55.0,45.0,45.0
Griffon,Succubus/Incubus,55.0,45.0,45.0
Hill Giant,Hydra,45.0,55.0,45.0
Hippogriff,"Wererat, Human Form",45.0,55.0,45.0
Ice Mephit,Sahuagin,45.0,55.0,45.0
Knight,Spirit Naga,55.0,45.0,45.0
Lamia,Wraith,45.0,55.0,45.0
Lizardfolk,Shadow,55.0,45.0,45.0
Magmin,Scout,45.0,55.0,45.0
Medusa,Owlbear,45.0,55.0,45.0
Mummy Lord,Young Copper Dragon,45.0,55.0,45.0
Night Hag,Young Brass Dragon,45.0,55.0,45.0
Ochre Jelly,Wight,55.0,45.0,45.0
Oni,"Werebear, Human Form",55.0,45.0,45.0
Orc,Specter,45.0,55.0,45.0
Panther,Zombie,55.0,45.0,45.0
Satyr,Swarm of Beetles,55.0,45.0,45.0
Satyr,Swarm of Centipedes,55.0,45.0,45.0
Satyr,Swarm of Insects,55.0,45.0,45.0
Satyr,Swarm of Spiders,55.0,45.0,45.0
Satyr,Swarm of Wasps,55.0,45.0,45.0
Swarm of Poisonous Snakes,Will-o'-Wisp,45.0,55.0,45.0
Swarm of Ravens,"Wererat, Human Form",45.0,55.0,45.0
Acolyte,Mastiff,44.5,55.5,44.5
Assassin,Ghost,55.5,44.5,44.5
Assassin,Silver Dragon Wyrmling,55.5,44.5,44.5
Axe Beak,Giant Bat,44.5,55.5,44.5
Axe Beak,Giant Vulture,44.5,55.5,44.5
Axe Beak,Lizardfolk,44.5,55.5,44.5
Baboon,Jackal,55.5,44.5,44.5
Bandit,Noble,44.5,55.5,44.5
Basilisk,Veteran,44.5,55.5,44.5
Bat,Raven,55.5,44.5,44.5
Bat,Spider,55.5,44.5,44.5
Black Dragon Wyrmling,Tiger,55.5,44.5,44.5
Blue Dragon Wyrmling,Silver Dragon Wyrmling,44.5,55.5,44.5
Bronze Dragon Wyrmling,Centaur,44.5,55.5,44.5
Brown Bear,Swarm of Poisonous Snakes,44.5,55.5,44.5
Bulette,Young Blue Dragon,44.5,55.5,44.5
Chuul,Wyvern,55.5,44.5,44.5
Couatl,Water Elemental,44.5,55.5,44.5
Crocodile,Deep Gnome (Svirfneblin),55.5,44.5,44.5
Crocodile,Rust Monster,44.5,55.5,44.5
Cult Fanatic,Giant Lizard,44.5,55.5,44.5
Death Dog,Warhorse,55.5,44.5,44.5
Deep Gnome (Svirfneblin),Spy,44.5,55.5,44.5
Deep Gnome (Svirfneblin),Swarm of Ravens,44.5,55.5,44.5
Dretch,Giant Badger,55.5,44.5,44.5
Dust Mephit,Riding Horse,44.5,55.5,44.5
Ettercap,Wight,55.5,44.5,44.5
Ghoul,Mage,44.5,55.5,44.5
Giant Constrictor Snake,Medusa,55.5,44.5,44.5
Giant Constrictor Snake,"Wereboar, Boar Form",55.5,44.5,44.5
Giant Constrictor Snake,"Wereboar, Hybrid Form",55.5,44.5,44.5
Giant Constrictor Snake,"Weretiger, Human Form",44.5,55.5,44.5
Giant Lizard,Swarm of Rats,55.5,44.5,44.5
Giant Lizard,"Wererat, Hybrid Form",44.5,55.5,44.5
Giant Lizard,"Wererat, Rat Form",44.5,55.5,44.5
Giant Spider,Warhorse Skeleton,44.5,55.5,44.5
Giant Vulture,Lizardfolk,55.5,44.5,44.5
Giant Vulture,Orc,44.5,55.5,44.5
Giant Weasel,Panther,44.5,55.5,44.5
Goblin,Ice Mephit,44.5,55.5,44.5
Green Dragon Wyrmling,Swarm of Quippers,55.5,44.5,44.5
Green Dragon Wyrmling,Will-o'-Wisp,55.5,44.5,44.5
Hunter Shark,"Wereboar, Boar Form",44.5,55.5,44.5
Hunter Shark,"Wereboar, Hybrid Form",44.5,55.5,44.5
Ice Mephit,Noble,55.5,44.5,44.5
Imp,Skeleton,44.5,55.5,44.5
Mummy Lord,Young Brass Dragon,55.5,44.5,44.5
Noble,Zombie,44.5,55.5,44.5
Scorpion,Stirge,44.5,55.5,44.5
Spy,Swarm of Ravens,44.5,55.5,44.5
Swarm of Poisonous Snakes,White Dragon Wyrmling,55.5,44.5,44.5
Swarm of Ravens,Thug,55.5,44.5,44.5
Unicorn,Winter Wolf,44.5,55.5,44.5
"Werewolf, Hybrid Form","Werewolf, Wolf Form",55.5,44.5,44.5
Acolyte,Kobold,44.0,56.0,44.0
Animated Armor,Swarm of Poisonous Snakes,44.0,56.0,44.0
Axe Beak,Giant Owl,44.0,56.0,44.0
Balor,Kraken,44.0,56.0,44.0
Bandit Captain,Gelatinous Cube,44.0,56.0,44.0
Bandit Captain,Hunter Shark,44.0,56.0,44.0
Bandit Captain,Saber-Toothed Tiger,44.0,56.0,44.0
Basilisk,Giant Elk,44.0,56.0,44.0
Bat,Cat,56.0,44.0,44.0
Bearded Devil,Will-o'-Wisp,56.0,44.0,44.0
Black Bear,Cult Fanatic,44.0,56.0,44.0
Black Bear,Skeleton,56.0,44.0,44.0
Black Pudding,Bugbear,56.0,44.0,44.0
Black Pudding,Hell Hound,44.0,56.0,44.0
Brass Dragon Wyrmling,Draft Horse,56.0,44.0,44.0
Bronze Dragon Wyrmling,Giant Hyena,44.0,56.0,44.0
Bugbear,Giant Hyena,44.0,56.0,44.0
Camel,Quasit,44.0,56.0,44.0
Cat,Sprite,44.0,56.0,44.0
Centaur,Polar Bear,56.0,44.0,44.0
Cloaker,Winter Wolf,56.0,44.0,44.0
Cockatrice,Drow,44.0,56.0,44.0
Cockatrice,Skeleton,56.0,44.0,44.0
Constrictor Snake,Giant Frog,56.0,44.0,44.0
Constrictor Snake,Magmin,56.0,44.0,44.0
Constrictor Snake,Sahuagin,56.0,44.0,44.0
Copper Dragon Wyrmling,Ochre Jelly,44.0,56.0,44.0
Cult Fanatic,Hobgoblin,56.0,44.0,44.0
Darkmantle,Swarm of Ravens,44.0,56.0,44.0
Deer,Giant Fire Beetle,56.0,44.0,44.0
Draft Horse,"Wererat, Human Form",56.0,44.0,44.0
Dryad,Giant Wolf Spider,44.0,56.0,44.0
Elk,Riding Horse,56.0,44.0,44.0
Ettercap,White Dragon Wyrmling,44.0,56.0,44.0
Flying Sword,Gnoll,56.0,44.0,44.0
Gelatinous Cube,Hunter Shark,56.0,44.0,44.0
Giant Ape,Ice Devil,56.0,44.0,44.0
Giant Badger,Giant Wolf Spider,44.0,56.0,44.0
Giant Boar,Swarm of Quippers,56.0,44.0,44.0
Giant Crab,Wolf,44.0,56.0,44.0
Giant Scorpion,Polar Bear,44.0,56.0,44.0
Giant Vulture,"Wererat, Hybrid Form",44.0,56.0,44.0
Giant Vulture,"Wererat, Rat Form",44.0,56.0,44.0
Giant Wasp,Magmin,56.0,44.0,44.0
Giant Wasp,Sahuagin,56.0,44.0,44.0
Gray Ooze,Magma Mephit,56.0,44.0,44.0
Gray Ooze,Magmin,56.0,44.0,44.0
Gray Ooze,Panther,56.0,44.0,44.0
Half-Red Dragon Veteran,Pegasus,56.0,44.0,44.0
Half-Red Dragon Veteran,"Wereboar, Boar Form",56.0,44.0,44.0
Half-Red Dragon Veteran,"Wereboar, Hybrid Form",56.0,44.0,44.0
Hunter Shark,Sea Hag,56.0,44.0,44.0
Ice Mephit,Magma Mephit,56.0,44.0,44.0
Knight,Troll,44.0,56.0,44.0
Knight,Unicorn,56.0,44.0,44.0
Lamia,Minotaur,44.0,56.0,44.0
Lion,Specter,56.0,44.0,44.0
Mage,Swarm of Beetles,56.0,44.0,44.0
Mage,Swarm of Centipedes,56.0,44.0,44.0
Mage,Swarm of Insects,56.0,44.0,44.0
Mage,Swarm of Spiders,56.0,44.0,44.0
Mage,Swarm of Wasps,56.0,44.0,44.0
Medusa,Vampire Spawn,44.0,56.0,44.0
Octopus,Vulture,44.0,56.0,44.0
Orc,Thug,56.0,44.0,44.0
Otyugh,Wraith,56.0,44.0,44.0
Panther,Sahuagin,56.0,44.0,44.0
Pegasus,Silver Dragon Wyrmling,56.0,44.0,44.0
Quasit,Violet Fungus,56.0,44.0,44.0
Scorpion,Weasel,56.0,44.0,44.0
Shadow,Warhorse,44.0,56.0,44.0
Shambling Mound,Young Brass Dragon,44.0,56.0,44.0
Specter,Warhorse Skeleton,44.0,56.0,44.0
Swarm of Poisonous Snakes,"Werewolf, Hybrid Form",44.0,56.0,44.0
Swarm of Poisonous Snakes,"Werewolf, Wolf Form",44.0,56.0,44.0
Water Elemental,"Werebear, Bear Form",44.0,56.0,44.0
Water Elemental,"Werebear, Hybrid Form",44.0,56.0,44.0
"Wererat, Hybrid Form","Wererat, Rat Form",56.0,44.0,44.0
"Werewolf, Hybrid Form",Will-o'-Wisp,44.0,56.0,44.0
"Werewolf, Wolf Form",Will-o'-Wisp,44.0,56.0,44.0
Wight,Worg,56.0,44.0,44.0
Aboleth,Earth Elemental,56.5,43.5,43.5
Animated Armor,Worg,56.5,43.5,43.5
Axe Beak,Gnoll,43.5,56.5,43.5
Azer,Will-o'-Wisp,56.5,43.5,43.5
Basilisk,Doppelganger,56.5,43.5,43.5
Basilisk,Saber-Toothed Tiger,43.5,56.5,43.5
Bearded Devil,Giant Boar,43.5,56.5,43.5
Berserker,Medusa,43.5,56.5,43.5
Blood Hawk,Quasit,43.5,56.5,43.5
Blue Dragon Wyrmling,Drider,56.5,43.5,43.5
Bone Devil,Young Brass Dragon,43.5,56.5,43.5
Brass Dragon Wyrmling,"Wererat, Human Form",43.5,56.5,43.5
Brown Bear,Tiger,43.5,56.5,43.5
Cat,Octopus,43.5,56.5,43.5
Centaur,Giant Octopus,56.5,43.5,43.5
Chain Devil,Minotaur,56.5,43.5,43.5
Clay Golem,Earth Elemental,43.5,56.5,43.5
Cockatrice,Riding Horse,43.5,56.5,43.5
Constrictor Snake,Giant Wasp,56.5,43.5,43.5
Constrictor Snake,Panther,56.5,43.5,43.5
Crocodile,Gnoll,56.5,43.5,43.5
Death Dog,Duergar,43.5,56.5,43.5
Deva,Elephant,56.5,43.5,43.5
Dire Wolf,Giant Hyena,56.5,43.5,43.5
Draft Horse,Swarm of Beetles,43.5,56.5,43.5
Draft Horse,Swarm of Centipedes,43.5,56.5,43.5
Draft Horse,Swarm of Insects,43.5,56.5,43.5
Draft Horse,Swarm of Spiders,43.5,56.5,43.5
Draft Horse,Swarm of Wasps,43.5,56.5,43.5
Draft Horse,Warhorse,43.5,56.5,43.5
Drow,Priest,56.5,43.5,43.5
Drow,Riding Horse,56.5,43.5,43.5
Dust Mephit,Giant Frog,56.5,43.5,43.5
Ettin,Oni,43.5,56.5,43.5
Fire Elemental,Flesh Golem,56.5,43.5,43.5
Flying Sword,Rust Monster,43.5,56.5,43.5
Gelatinous Cube,Saber-Toothed Tiger,56.5,43.5,43.5
Ghast,Polar Bear,43.5,56.5,43.5
Ghast,Swarm of Quippers,56.5,43.5,43.5
Ghoul,Rust Monster,56.5,43.5,43.5
Giant Bat,Gnoll,56.5,43.5,43.5
Giant Boar,Polar Bear,56.5,43.5,43.5
Giant Boar,Will-o'-Wisp,56.5,43.5,43.5
Giant Constrictor Snake,Pegasus,56.5,43.5,43.5
Giant Crab,Priest,43.5,56.5,43.5
Giant Crocodile,Mummy Lord,56.5,43.5,43.5
Giant Eagle,"Wererat, Human Form",56.5,43.5,43.5
Giant Octopus,Mummy,43.5,56.5,43.5
Giant Rat,Quasit,43.5,56.5,43.5
Giant Rat (Diseased),Quasit,43.5,56.5,43.5
Giant Sea Horse,Skeleton,43.5,56.5,43.5
Giant Wasp,Panther,56.5,43.5,43.5
Giant Weasel,Gray Ooze,43.5,56.5,43.5
Giant Weasel,Noble,56.5,43.5,43.5
Giant Weasel,Pony,56.5,43.5,43.5
Giant Weasel,Zombie,43.5,56.5,43.5
Gladiator,Rakshasa,56.5,43.5,43.5
Goblin,Imp,43.5,56.5,43.5
Gold Dragon Wyrmling,Knight,56.5,43.5,43.5
Gray Ooze,Wolf,43.5,56.5,43.5
Green Dragon Wyrmling,Mimic,43.5,56.5,43.5
Green Hag,Xorn,43.5,56.5,43.5
Half-Red Dragon Veteran,Ogre,43.5,56.5,43.5
Hill Giant,Mummy Lord,56.5,43.5,43.5
Hydra,Young Brass Dragon,56.5,43.5,43.5
Ice Mephit,Pony,56.5,43.5,43.5
Invisible Stalker,Lamia,43.5,56.5,43.5
Magma Mephit,Noble,56.5,43.5,43.5
Magmin,Riding Horse,43.5,56.5,43.5
Medusa,Silver Dragon Wyrmling,56.5,43.5,43.5
Minotaur Skeleton,Red Dragon Wyrmling,56.5,43.5,43.5
Mummy Lord,Shield Guardian,56.5,43.5,43.5
Phase Spider,Worg,43.5,56.5,43.5
Rat,Weasel,43.5,56.5,43.5
Rhinoceros,Silver Dragon Wyrmling,56.5,43.5,43.5
Rust Monster,Swarm of Ravens,56.5,43.5,43.5
Succubus/Incubus,Veteran,43.5,56.5,43.5
Triceratops,Young White Dragon,56.5,43.5,43.5
Water Elemental,Xorn,56.5,43.5,43.5
Aboleth,Gynosphinx,43.0,57.0,43.0
Aboleth,Lich,43.0,57.0,43.0
Adult White Dragon,Cloud Giant,43.0,57.0,43.0
Animated Armor,Ghast,43.0,57.0,43.0
Ape,Crocodile,57.0,43.0,43.0
Ape,Deep Gnome (Svirfneblin),57.0,43.0,43.0
Assassin,Blue Dragon Wyrmling,57.0,43.0,43.0
Assassin,Ogre,43.0,57.0,43.0
Awakened Tree,Nightmare,57.0,43.0,43.0
Awakened Tree,Plesiosaurus,43.0,57.0,43.0
Axe Beak,Reef Shark,43.0,57.0,43.0
Azer,Bearded Devil,57.0,43.0,43.0
Azer,Bronze Dragon Wyrmling,43.0,57.0,43.0
Azer,Gargoyle,57.0,43.0,43.0
Bandit Captain,Manticore,43.0,57.0,43.0
Bandit Captain,Veteran,43.0,57.0,43.0
Bearded Devil,Gargoyle,57.0,43.0,43.0
Black Dragon Wyrmling,Dire Wolf,43.0,57.0,43.0
Black Dragon Wyrmling,Giant Scorpion,43.0,57.0,43.0
Black Dragon Wyrmling,Will-o'-Wisp,43.0,57.0,43.0
Black Pudding,Polar Bear,57.0,43.0,43.0
Bone Devil,Shambling Mound,57.0,43.0,43.0
Bulette,Gorgon,57.0,43.0,43.0
Chimera,Otyugh,57.0,43.0,43.0
Clay Golem,Lich,43.0,57.0,43.0
Commoner,Deer,43.0,57.0,43.0
Commoner,Eagle,43.0,57.0,43.0
Copper Dragon Wyrmling,Worg,43.0,57.0,43.0
Cult Fanatic,Drow,57.0,43.0,43.0
Cultist,Mule,57.0,43.0,43.0
Deep Gnome (Svirfneblin),Giant Lizard,57.0,43.0,43.0
Deer,Vulture,57.0,43.0,43.0
Dire Wolf,Hell Hound,57.0,43.0,43.0
Doppelganger,Polar Bear,57.0,43.0,43.0
Eagle,Giant Centipede,57.0,43.0,43.0
Earth Elemental,Young Green Dragon,43.0,57.0,43.0
Elk,Wolf,57.0,43.0,43.0
Ettercap,Worg,57.0,43.0,43.0
Flesh Golem,Red Dragon Wyrmling,57.0,43.0,43.0
Flying Sword,Hippogriff,43.0,57.0,43.0
Gargoyle,Ghast,43.0,57.0,43.0
Ghast,Hell Hound,43.0,57.0,43.0
Ghost,"Wereboar, Boar Form",57.0,43.0,43.0
Ghost,"Wereboar, Hybrid Form",57.0,43.0,43.0
Giant Ape,Stone Giant,57.0,43.0,43.0
Giant Badger,Imp,43.0,57.0,43.0
Giant Bat,Giant Owl,57.0,43.0,43.0
Giant Bat,Hippogriff,43.0,57.0,43.0
Giant Boar,Giant Octopus,43.0,57.0,43.0
Giant Crab,Imp,57.0,43.0,43.0
Giant Owl,Rust Monster,43.0,57.0,43.0
Giant Toad,Phase Spider,57.0,43.0,43.0
Giant Vulture,Hippogriff,43.0,57.0,43.0
Glabrezu,Ice Devil,57.0,43.0,43.0
Glabrezu,Roper,57.0,43.0,43.0
Griffon,Sea Hag,43.0,57.0,43.0
Grimlock,Ice Mephit,57.0,43.0,43.0
Guardian Naga,"Vampire, Vampire Form",43.0,57.0,43.0
Hawk,Stirge,57.0,43.0,43.0
Hezrou,Young Black Dragon,43.0,57.0,43.0
Hippogriff,Swarm of Ravens,57.0,43.0,43.0
Ice Devil,Stone Giant,57.0,43.0,43.0
Lamia,Vrock,57.0,43.0,43.0
Lion,Warhorse,57.0,43.0,43.0
Ogre,Spirit Naga,43.0,57.0,43.0
Poisonous Snake,Stirge,57.0,43.0,43.0
Quipper,Stirge,57.0,43.0,43.0
Reef Shark,Shadow,57.0,43.0,43.0
Roper,Treant,57.0,43.0,43.0
Sahuagin,Wolf,43.0,57.0,43.0
Sahuagin,Zombie,57.0,43.0,43.0
Satyr,"Wererat, Human Form",57.0,43.0,43.0
Sea Hag,"Wereboar, Boar Form",43.0,57.0,43.0
Sea Hag,"Wereboar, Hybrid Form",43.0,57.0,43.0
Shadow,"Wererat, Hybrid Form",57.0,43.0,43.0
Shadow,"Wererat, Rat Form",57.0,43.0,43.0
Silver Dragon Wyrmling,"Wereboar, Human Form",57.0,43.0,43.0
Swarm of Rats,"Wererat, Hybrid Form",43.0,57.0,43.0
Swarm of Rats,"Wererat, Rat Form",43.0,57.0,43.0
Tiger,Will-o'-Wisp,43.0,57.0,43.0
Vampire Spawn,"Wereboar, Boar Form",57.0,43.0,43.0
Vampire Spawn,"Wereboar, Hybrid Form",57.0,43.0,43.0
Young Copper Dragon,Young White Dragon,43.0,57.0,43.0
Aboleth,Hezrou,57.5,42.5,42.5
Adult Black Dragon,Adult Green Dragon,42.5,57.5,42.5
Adult Silver Dragon,Iron Golem,57.5,42.5,42.5
Air Elemental,Xorn,57.5,42.5,42.5
Ankheg,Basilisk,42.5,57.5,42.5
Awakened Shrub,Goat,57.5,42.5,42.5
Axe Beak,Cult Fanatic,57.5,42.5,42.5
Azer,Black Pudding,42.5,57.5,42.5
Badger,Poisonous Snake,57.5,42.5,42.5
Badger,Stirge,42.5,57.5,42.5
Bandit,Giant Wolf Spider,42.5,57.5,42.5
Bearded Devil,Swarm of Quippers,42.5,57.5,42.5
Berserker,Vampire Spawn,42.5,57.5,42.5
Black Dragon Wyrmling,"Werewolf, Hybrid Form",57.5,42.5,42.5
Black Dragon Wyrmling,"Werewolf, Wolf Form",57.5,42.5,42.5
Black Pudding,Giant Hyena,42.5,57.5,42.5
Black Pudding,Will-o'-Wisp,57.5,42.5,42.5
Brass Dragon Wyrmling,Hippogriff,57.5,42.5,42.5
